orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
157320 :: 1012 :: 308234 :: 258903 :: 2010-03-05 :: 1
157323 :: 1010 :: 314956 :: 274684 :: 2010-03-05 :: 1
157324 :: 1015 :: 313349 :: 232699 :: 2010-03-05 :: 1
157330 :: 1004 :: 302383 :: 272363 :: 2010-03-05 :: 1
157344 :: 1011 :: 301458 :: 239692 :: 2010-03-06 :: 1
157373 :: 1009 :: 300783 :: 216729 :: 2010-03-08 :: 1
157385 :: 1010 :: 311796 :: 247552 :: 2010-03-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
157406 :: 1014 :: 303050 :: 237586 :: 2010-03-10 :: 1
157415 :: 1006 :: 301683 :: 201638 :: 2010-03-11 :: 1
157441 :: 1002 :: 300858 :: 281438 :: 2010-03-12 :: 1
157448 :: 1017 :: 301881 :: 234934 :: 2010-03-13 :: 1
157495 :: 1001 :: 303316 :: 266345 :: 2010-03-15 :: 1
157516 :: 1016 :: 312768 :: 277169 :: 2010-03-18 :: 1
157528 :: 1003 :: 304091 :: 251250 :: 2010-03-18 :: 1
157536 :: 1001 :: 302618 :: 266494 :: 2010-03-19 :: 1
157567 :: 1004 :: 307855 :: 268076 :: 2010-03-21 :: 1
157577 :: 1009 :: 307304 :: 202973 :: 2010-03-22 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
157582 :: 1012 :: 312098 :: 205200 :: 2010-03-22 :: 1
157589 :: 1011 :: 313930 :: 201909 :: 2010-03-22 :: 1
157590 :: 1013 :: 307947 :: 241687 :: 2010-03-22 :: 1
157609 :: 1001 :: 310420 :: 246649 :: 2010-03-24 :: 1
157613 :: 1008 :: 311799 :: 273289 :: 2010-03-24 :: 1
157622 :: 1005 :: 307502 :: 269200 :: 2010-03-24 :: 1
157638 :: 1001 :: 302052 :: 281457 :: 2010-03-26 :: 1
157642 :: 1017 :: 304796 :: 249692 :: 2010-03-26 :: 1
157644 :: 1001 :: 305393 :: 240513 :: 2010-03-26 :: 1
157645 :: 1012 :: 312152 :: 261795 :: 2010-03-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
157647 :: 1011 :: 308216 :: 247309 :: 2010-03-27 :: 1
157681 :: 1005 :: 311454 :: 265873 :: 2010-03-29 :: 1
157705 :: 1011 :: 307507 :: 267514 :: 2010-03-30 :: 1
157726 :: 1018 :: 309054 :: 212657 :: 2010-03-31 :: 1
157734 :: 1001 :: 303271 :: 222405 :: 2010-04-01 :: 1
157771 :: 1012 :: 308215 :: 273406 :: 2010-04-03 :: 1
157787 :: 1001 :: 314428 :: 271084 :: 2010-04-03 :: 1
157823 :: 1005 :: 300380 :: 217458 :: 2010-04-06 :: 1
157857 :: 1006 :: 301520 :: 266788 :: 2010-04-08 :: 1
157872 :: 1018 :: 302021 :: 213421 :: 2010-04-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
157899 :: 1014 :: 302449 :: 253530 :: 2010-04-10 :: 1
157919 :: 1006 :: 312027 :: 247691 :: 2010-04-11 :: 1
157945 :: 1001 :: 308326 :: 276297 :: 2010-04-13 :: 1
157952 :: 1017 :: 311634 :: 213856 :: 2010-04-13 :: 1
157957 :: 1015 :: 313300 :: 247926 :: 2010-04-13 :: 1
157961 :: 1014 :: 310011 :: 219200 :: 2010-04-14 :: 1
157968 :: 1001 :: 310843 :: 217539 :: 2010-04-14 :: 1
157974 :: 1004 :: 313048 :: 215057 :: 2010-04-14 :: 1
157975 :: 1012 :: 304530 :: 258331 :: 2010-04-14 :: 1
157992 :: 1005 :: 300182 :: 210390 :: 2010-04-15 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158025 :: 1006 :: 305109 :: 219352 :: 2010-04-16 :: 1
158094 :: 1012 :: 304742 :: 260679 :: 2010-04-20 :: 1
158107 :: 1001 :: 313846 :: 202303 :: 2010-04-21 :: 1
158121 :: 1004 :: 314400 :: 272650 :: 2010-04-21 :: 1
158124 :: 1003 :: 300178 :: 208699 :: 2010-04-22 :: 1
158126 :: 1010 :: 305229 :: 236792 :: 2010-04-22 :: 1
158129 :: 1003 :: 301749 :: 213097 :: 2010-04-22 :: 1
158139 :: 1007 :: 310659 :: 218072 :: 2010-04-22 :: 1
158176 :: 1001 :: 305192 :: 242843 :: 2010-04-26 :: 1
158195 :: 1012 :: 308671 :: 212425 :: 2010-04-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158208 :: 1012 :: 310526 :: 218728 :: 2010-04-28 :: 1
158209 :: 1001 :: 301388 :: 266153 :: 2010-04-28 :: 1
158219 :: 1006 :: 306144 :: 240001 :: 2010-04-28 :: 1
158222 :: 1009 :: 313166 :: 247775 :: 2010-04-29 :: 1
158234 :: 1011 :: 310613 :: 232293 :: 2010-04-30 :: 1
158237 :: 1001 :: 314451 :: 233262 :: 2010-04-30 :: 1
158245 :: 1002 :: 302369 :: 246887 :: 2010-04-30 :: 1
158275 :: 1001 :: 301537 :: 278317 :: 2010-05-03 :: 1
158291 :: 1011 :: 314530 :: 247246 :: 2010-05-04 :: 1
158296 :: 1015 :: 312402 :: 222209 :: 2010-05-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158301 :: 1015 :: 310729 :: 262681 :: 2010-05-05 :: 1
158304 :: 1006 :: 305024 :: 207016 :: 2010-05-05 :: 1
158308 :: 1003 :: 306342 :: 246606 :: 2010-05-06 :: 1
158317 :: 1003 :: 303155 :: 209952 :: 2010-05-06 :: 1
158319 :: 1013 :: 308234 :: 274381 :: 2010-05-06 :: 1
158321 :: 1001 :: 300913 :: 207135 :: 2010-05-06 :: 1
158325 :: 1001 :: 314398 :: 203364 :: 2010-05-07 :: 1
158337 :: 1017 :: 309129 :: 229242 :: 2010-05-08 :: 1
158357 :: 1010 :: 305810 :: 250561 :: 2010-05-09 :: 1
158382 :: 1017 :: 310315 :: 220981 :: 2010-05-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158388 :: 1008 :: 304575 :: 270237 :: 2010-05-11 :: 1
158391 :: 1011 :: 309349 :: 203038 :: 2010-05-11 :: 1
158394 :: 1001 :: 304602 :: 235424 :: 2010-05-11 :: 1
158395 :: 1017 :: 308366 :: 255980 :: 2010-05-11 :: 1
158400 :: 1001 :: 311422 :: 284555 :: 2010-05-12 :: 1
158407 :: 1001 :: 302281 :: 263217 :: 2010-05-12 :: 1
158437 :: 1018 :: 301863 :: 289252 :: 2010-05-14 :: 1
158443 :: 1012 :: 305593 :: 242922 :: 2010-05-14 :: 1
158479 :: 1011 :: 305663 :: 229169 :: 2010-05-17 :: 1
158512 :: 1007 :: 314629 :: 213545 :: 2010-05-19 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158513 :: 1010 :: 305747 :: 213395 :: 2010-05-19 :: 1
158516 :: 1008 :: 311256 :: 236889 :: 2010-05-19 :: 1
158518 :: 1015 :: 304834 :: 202287 :: 2010-05-19 :: 1
158542 :: 1015 :: 312142 :: 221424 :: 2010-05-21 :: 1
158566 :: 1013 :: 302952 :: 283586 :: 2010-05-22 :: 1
158576 :: 1011 :: 301584 :: 270206 :: 2010-05-22 :: 1
158595 :: 1001 :: 314291 :: 263244 :: 2010-05-23 :: 1
158620 :: 1018 :: 301325 :: 273754 :: 2010-05-24 :: 1
158629 :: 1016 :: 314505 :: 212075 :: 2010-05-25 :: 1
158681 :: 1014 :: 307540 :: 208468 :: 2010-05-29 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158685 :: 1007 :: 300053 :: 264095 :: 2010-05-29 :: 1
158707 :: 1018 :: 302223 :: 242638 :: 2010-05-30 :: 1
158734 :: 1017 :: 305752 :: 209596 :: 2010-06-01 :: 1
158737 :: 1002 :: 303022 :: 263455 :: 2010-06-02 :: 1
158751 :: 1005 :: 306058 :: 222432 :: 2010-06-02 :: 1
158754 :: 1001 :: 311729 :: 263393 :: 2010-06-02 :: 1
158764 :: 1015 :: 304216 :: 263408 :: 2010-06-03 :: 1
158767 :: 1018 :: 300743 :: 256676 :: 2010-06-03 :: 1
158778 :: 1005 :: 313422 :: 208330 :: 2010-06-03 :: 1
158824 :: 1006 :: 306067 :: 210817 :: 2010-06-07 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158828 :: 1009 :: 313815 :: 263238 :: 2010-06-07 :: 1
158852 :: 1013 :: 301896 :: 240730 :: 2010-06-09 :: 1
158858 :: 1006 :: 313865 :: 229502 :: 2010-06-09 :: 1
158873 :: 1009 :: 309713 :: 264337 :: 2010-06-10 :: 1
158911 :: 1014 :: 302011 :: 211090 :: 2010-06-13 :: 1
158914 :: 1012 :: 310516 :: 282663 :: 2010-06-13 :: 1
158918 :: 1012 :: 305265 :: 204993 :: 2010-06-13 :: 1
158919 :: 1010 :: 313185 :: 251551 :: 2010-06-13 :: 1
158928 :: 1003 :: 308816 :: 207837 :: 2010-06-14 :: 1
158954 :: 1009 :: 300259 :: 207467 :: 2010-06-15 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
158983 :: 1017 :: 300613 :: 204188 :: 2010-06-17 :: 1
158992 :: 1002 :: 301156 :: 223355 :: 2010-06-18 :: 1
159025 :: 1017 :: 311792 :: 268473 :: 2010-06-20 :: 1
159036 :: 1016 :: 312519 :: 244809 :: 2010-06-20 :: 1
159045 :: 1005 :: 303334 :: 261072 :: 2010-06-21 :: 1
159048 :: 1013 :: 307225 :: 203060 :: 2010-06-21 :: 1
159067 :: 1005 :: 302505 :: 251794 :: 2010-06-22 :: 1
159081 :: 1003 :: 301151 :: 248146 :: 2010-06-23 :: 1
159084 :: 1012 :: 304452 :: 270836 :: 2010-06-23 :: 1
159089 :: 1005 :: 313113 :: 261338 :: 2010-06-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
159100 :: 1012 :: 302749 :: 215082 :: 2010-06-24 :: 1
159109 :: 1005 :: 309722 :: 262773 :: 2010-06-25 :: 1
159116 :: 1007 :: 302173 :: 266066 :: 2010-06-25 :: 1
159121 :: 1001 :: 305744 :: 218543 :: 2010-06-25 :: 1
159126 :: 1017 :: 306981 :: 257195 :: 2010-06-26 :: 1
159171 :: 1017 :: 306776 :: 264307 :: 2010-06-29 :: 1
159187 :: 1008 :: 314551 :: 253750 :: 2010-06-30 :: 1
159203 :: 1016 :: 307219 :: 259753 :: 2010-06-30 :: 1
159224 :: 1003 :: 307729 :: 258419 :: 2010-07-02 :: 1
159228 :: 1013 :: 307598 :: 219739 :: 2010-07-02 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
159264 :: 1013 :: 307687 :: 215502 :: 2010-07-04 :: 1
159320 :: 1008 :: 311314 :: 259862 :: 2010-07-08 :: 1
159322 :: 1006 :: 309178 :: 289324 :: 2010-07-08 :: 1
159329 :: 1018 :: 300094 :: 210907 :: 2010-07-09 :: 1
159343 :: 1005 :: 310583 :: 221833 :: 2010-07-09 :: 1
159366 :: 1018 :: 310037 :: 226303 :: 2010-07-10 :: 1
159431 :: 1001 :: 303209 :: 247736 :: 2010-07-15 :: 1
159433 :: 1011 :: 312103 :: 269471 :: 2010-07-15 :: 1
159446 :: 1010 :: 314054 :: 230568 :: 2010-07-16 :: 1
159494 :: 1007 :: 312575 :: 200550 :: 2010-07-19 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
159526 :: 1008 :: 300754 :: 226321 :: 2010-07-21 :: 1
159535 :: 1012 :: 305233 :: 246068 :: 2010-07-21 :: 1
159546 :: 1014 :: 304407 :: 200597 :: 2010-07-22 :: 1
159551 :: 1013 :: 308169 :: 242665 :: 2010-07-22 :: 1
159558 :: 1004 :: 307673 :: 204300 :: 2010-07-22 :: 1
159574 :: 1013 :: 303278 :: 272707 :: 2010-07-24 :: 1
159580 :: 1001 :: 309803 :: 202382 :: 2010-07-24 :: 1
159582 :: 1008 :: 311307 :: 209838 :: 2010-07-24 :: 1
159610 :: 1014 :: 302010 :: 206186 :: 2010-07-26 :: 1
159615 :: 1008 :: 301934 :: 273699 :: 2010-07-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
159623 :: 1002 :: 314739 :: 209946 :: 2010-07-27 :: 1
159624 :: 1009 :: 304272 :: 239618 :: 2010-07-27 :: 1
159629 :: 1001 :: 301369 :: 271669 :: 2010-07-27 :: 1
159651 :: 1018 :: 307029 :: 223794 :: 2010-07-29 :: 1
159708 :: 1001 :: 302227 :: 226267 :: 2010-08-01 :: 1
159722 :: 1009 :: 310608 :: 217685 :: 2010-08-02 :: 1
159727 :: 1010 :: 306251 :: 280194 :: 2010-08-02 :: 1
159746 :: 1018 :: 307383 :: 235647 :: 2010-08-03 :: 1
159748 :: 1008 :: 302251 :: 222227 :: 2010-08-03 :: 1
159783 :: 1010 :: 302324 :: 272607 :: 2010-08-06 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
159785 :: 1007 :: 307249 :: 269807 :: 2010-08-06 :: 1
159786 :: 1009 :: 309985 :: 285384 :: 2010-08-06 :: 1
159835 :: 1010 :: 307279 :: 241115 :: 2010-08-08 :: 1
159839 :: 1012 :: 308080 :: 269990 :: 2010-08-08 :: 1
159850 :: 1011 :: 303470 :: 276084 :: 2010-08-09 :: 1
159862 :: 1002 :: 312820 :: 232586 :: 2010-08-10 :: 1
159877 :: 1008 :: 314244 :: 286479 :: 2010-08-11 :: 1
159891 :: 1009 :: 310655 :: 252425 :: 2010-08-12 :: 1
159897 :: 1013 :: 303525 :: 262717 :: 2010-08-12 :: 1
159915 :: 1009 :: 311188 :: 245354 :: 2010-08-13 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
159960 :: 1018 :: 303070 :: 266284 :: 2010-08-16 :: 1
159963 :: 1008 :: 308288 :: 232782 :: 2010-08-16 :: 1
159972 :: 1005 :: 314833 :: 207458 :: 2010-08-17 :: 1
159994 :: 1016 :: 302959 :: 221073 :: 2010-08-19 :: 1
159996 :: 1005 :: 301066 :: 218329 :: 2010-08-19 :: 1
160007 :: 1014 :: 300282 :: 204976 :: 2010-08-20 :: 1
160064 :: 1015 :: 300890 :: 230130 :: 2010-08-23 :: 1
160090 :: 1012 :: 309259 :: 262730 :: 2010-08-25 :: 1
160092 :: 1001 :: 311280 :: 250308 :: 2010-08-25 :: 1
160116 :: 1014 :: 310094 :: 276170 :: 2010-08-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160171 :: 1001 :: 313499 :: 228751 :: 2010-09-01 :: 1
160173 :: 1011 :: 302497 :: 209345 :: 2010-09-01 :: 1
160174 :: 1011 :: 309668 :: 280841 :: 2010-09-01 :: 1
160183 :: 1013 :: 302792 :: 258329 :: 2010-09-02 :: 1
160189 :: 1010 :: 306490 :: 239310 :: 2010-09-02 :: 1
160192 :: 1002 :: 312497 :: 240217 :: 2010-09-03 :: 1
160195 :: 1001 :: 311461 :: 279207 :: 2010-09-03 :: 1
160196 :: 1018 :: 306618 :: 211090 :: 2010-09-03 :: 1
160214 :: 1006 :: 301690 :: 201252 :: 2010-09-04 :: 1
160228 :: 1002 :: 311333 :: 214874 :: 2010-09-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160231 :: 1018 :: 312820 :: 212673 :: 2010-09-05 :: 1
160233 :: 1018 :: 307556 :: 200323 :: 2010-09-05 :: 1
160248 :: 1008 :: 307220 :: 201033 :: 2010-09-06 :: 1
160273 :: 1014 :: 305292 :: 278495 :: 2010-09-09 :: 1
160277 :: 1004 :: 312002 :: 268573 :: 2010-09-09 :: 1
160295 :: 1013 :: 305295 :: 282669 :: 2010-09-10 :: 1
160342 :: 1016 :: 310804 :: 212903 :: 2010-09-13 :: 1
160345 :: 1016 :: 313199 :: 258499 :: 2010-09-13 :: 1
160347 :: 1007 :: 311215 :: 217166 :: 2010-09-13 :: 1
160358 :: 1013 :: 310643 :: 247602 :: 2010-09-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160379 :: 1018 :: 309916 :: 288711 :: 2010-09-15 :: 1
160421 :: 1001 :: 308773 :: 258673 :: 2010-09-18 :: 1
160424 :: 1011 :: 313658 :: 200439 :: 2010-09-18 :: 1
160435 :: 1008 :: 315000 :: 214793 :: 2010-09-19 :: 1
160451 :: 1016 :: 311351 :: 212301 :: 2010-09-20 :: 1
160482 :: 1012 :: 311800 :: 277708 :: 2010-09-22 :: 1
160484 :: 1001 :: 310667 :: 259553 :: 2010-09-23 :: 1
160495 :: 1011 :: 309281 :: 235806 :: 2010-09-23 :: 1
160510 :: 1007 :: 308969 :: 209275 :: 2010-09-24 :: 1
160539 :: 1004 :: 312273 :: 231271 :: 2010-09-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160541 :: 1016 :: 302390 :: 280654 :: 2010-09-26 :: 1
160548 :: 1012 :: 303248 :: 245936 :: 2010-09-26 :: 1
160552 :: 1009 :: 309410 :: 256553 :: 2010-09-27 :: 1
160584 :: 1015 :: 310967 :: 216497 :: 2010-09-29 :: 1
160589 :: 1004 :: 312624 :: 217394 :: 2010-09-30 :: 1
160603 :: 1011 :: 301352 :: 267555 :: 2010-10-01 :: 1
160640 :: 1009 :: 309503 :: 221733 :: 2010-10-03 :: 1
160646 :: 1001 :: 304876 :: 287098 :: 2010-10-04 :: 1
160652 :: 1015 :: 304669 :: 222320 :: 2010-10-05 :: 1
160658 :: 1013 :: 301116 :: 276729 :: 2010-10-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160659 :: 1015 :: 302946 :: 215624 :: 2010-10-05 :: 1
160669 :: 1013 :: 307684 :: 204189 :: 2010-10-06 :: 1
160670 :: 1001 :: 300945 :: 223393 :: 2010-10-06 :: 1
160677 :: 1017 :: 309672 :: 200042 :: 2010-10-06 :: 1
160704 :: 1006 :: 306140 :: 224025 :: 2010-10-07 :: 1
160716 :: 1006 :: 309396 :: 231161 :: 2010-10-08 :: 1
160728 :: 1011 :: 308169 :: 202275 :: 2010-10-08 :: 1
160761 :: 1004 :: 303562 :: 227204 :: 2010-10-11 :: 1
160767 :: 1001 :: 305234 :: 260432 :: 2010-10-11 :: 1
160800 :: 1008 :: 311508 :: 212319 :: 2010-10-13 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160822 :: 1008 :: 309642 :: 286557 :: 2010-10-14 :: 1
160839 :: 1006 :: 313464 :: 228649 :: 2010-10-15 :: 1
160850 :: 1017 :: 313837 :: 277954 :: 2010-10-16 :: 1
160856 :: 1015 :: 309156 :: 276747 :: 2010-10-16 :: 1
160877 :: 1014 :: 314809 :: 203627 :: 2010-10-18 :: 1
160933 :: 1010 :: 302167 :: 272184 :: 2010-10-22 :: 1
160934 :: 1011 :: 302919 :: 209257 :: 2010-10-22 :: 1
160949 :: 1006 :: 305158 :: 207375 :: 2010-10-23 :: 1
160952 :: 1008 :: 311593 :: 276872 :: 2010-10-24 :: 1
160957 :: 1006 :: 311010 :: 253265 :: 2010-10-24 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
160974 :: 1015 :: 309215 :: 236402 :: 2010-10-26 :: 1
160986 :: 1004 :: 308346 :: 242915 :: 2010-10-27 :: 1
160996 :: 1008 :: 314026 :: 277743 :: 2010-10-28 :: 1
161001 :: 1011 :: 305223 :: 232892 :: 2010-10-28 :: 1
161006 :: 1015 :: 305026 :: 266253 :: 2010-10-28 :: 1
161060 :: 1011 :: 313915 :: 228231 :: 2010-11-01 :: 1
161066 :: 1009 :: 301120 :: 238816 :: 2010-11-02 :: 1
161070 :: 1006 :: 306165 :: 222656 :: 2010-11-02 :: 1
161074 :: 1012 :: 309136 :: 200568 :: 2010-11-02 :: 1
161087 :: 1015 :: 309338 :: 203849 :: 2010-11-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
161102 :: 1004 :: 308416 :: 272958 :: 2010-11-04 :: 1
161106 :: 1018 :: 309143 :: 269538 :: 2010-11-04 :: 1
161115 :: 1003 :: 304585 :: 269033 :: 2010-11-04 :: 1
161124 :: 1010 :: 313904 :: 237427 :: 2010-11-05 :: 1
161129 :: 1001 :: 302120 :: 200959 :: 2010-11-05 :: 1
161134 :: 1012 :: 304633 :: 256198 :: 2010-11-05 :: 1
161139 :: 1015 :: 307122 :: 200467 :: 2010-11-05 :: 1
161243 :: 1012 :: 306584 :: 256605 :: 2010-11-13 :: 1
161255 :: 1009 :: 309311 :: 229158 :: 2010-11-14 :: 1
161280 :: 1018 :: 301247 :: 211413 :: 2010-11-15 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
161301 :: 1005 :: 303253 :: 206206 :: 2010-11-17 :: 1
161328 :: 1013 :: 314192 :: 257816 :: 2010-11-18 :: 1
161357 :: 1012 :: 313617 :: 206223 :: 2010-11-20 :: 1
161384 :: 1015 :: 312696 :: 246343 :: 2010-11-21 :: 1
161397 :: 1001 :: 300944 :: 267703 :: 2010-11-22 :: 1
161424 :: 1002 :: 302856 :: 229142 :: 2010-11-24 :: 1
161462 :: 1004 :: 312013 :: 239538 :: 2010-11-27 :: 1
161501 :: 1012 :: 306708 :: 246649 :: 2010-11-30 :: 1
161502 :: 1012 :: 300030 :: 241214 :: 2010-11-30 :: 1
161508 :: 1018 :: 302164 :: 279023 :: 2010-12-01 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
161509 :: 1005 :: 304022 :: 213622 :: 2010-12-01 :: 1
161535 :: 1007 :: 313599 :: 236617 :: 2010-12-03 :: 1
161538 :: 1008 :: 313134 :: 262055 :: 2010-12-03 :: 1
161544 :: 1005 :: 301237 :: 277895 :: 2010-12-03 :: 1
161548 :: 1017 :: 314370 :: 244078 :: 2010-12-04 :: 1
161552 :: 1005 :: 303498 :: 253975 :: 2010-12-04 :: 1
161580 :: 1016 :: 313401 :: 217035 :: 2010-12-05 :: 1
161594 :: 1010 :: 314754 :: 208199 :: 2010-12-06 :: 1
161609 :: 1018 :: 304618 :: 277134 :: 2010-12-07 :: 1
161623 :: 1010 :: 312929 :: 205703 :: 2010-12-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
161631 :: 1015 :: 306451 :: 209906 :: 2010-12-09 :: 1
161650 :: 1012 :: 303483 :: 239310 :: 2010-12-10 :: 1
161679 :: 1005 :: 305917 :: 262320 :: 2010-12-12 :: 1
161705 :: 1007 :: 310824 :: 262455 :: 2010-12-13 :: 1
161717 :: 1011 :: 304879 :: 241347 :: 2010-12-14 :: 1
161723 :: 1010 :: 302138 :: 239848 :: 2010-12-14 :: 1
161727 :: 1018 :: 310678 :: 269734 :: 2010-12-15 :: 1
161738 :: 1001 :: 314973 :: 208083 :: 2010-12-16 :: 1
161751 :: 1008 :: 300839 :: 250205 :: 2010-12-17 :: 1
161756 :: 1001 :: 308188 :: 244386 :: 2010-12-17 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
161767 :: 1002 :: 313865 :: 200152 :: 2010-12-17 :: 1
161776 :: 1016 :: 314738 :: 206932 :: 2010-12-18 :: 1
161789 :: 1009 :: 310556 :: 202771 :: 2010-12-19 :: 1
161796 :: 1001 :: 300107 :: 241932 :: 2010-12-19 :: 1
161810 :: 1010 :: 304077 :: 200809 :: 2010-12-20 :: 1
161890 :: 1005 :: 308000 :: 267067 :: 2010-12-25 :: 1
161891 :: 1006 :: 313864 :: 223278 :: 2010-12-26 :: 1
161910 :: 1011 :: 301484 :: 282623 :: 2010-12-26 :: 1
161913 :: 1013 :: 310641 :: 240138 :: 2010-12-26 :: 1
161933 :: 1002 :: 301514 :: 276471 :: 2010-12-28 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
161967 :: 1009 :: 307036 :: 223568 :: 2010-12-30 :: 1
162017 :: 1011 :: 301971 :: 202813 :: 2011-01-02 :: 1
162033 :: 1011 :: 300042 :: 257831 :: 2011-01-03 :: 1
162035 :: 1015 :: 308620 :: 253002 :: 2011-01-03 :: 1
162047 :: 1003 :: 311073 :: 281620 :: 2011-01-04 :: 1
162048 :: 1012 :: 304835 :: 237515 :: 2011-01-04 :: 1
162051 :: 1002 :: 307860 :: 234611 :: 2011-01-04 :: 1
162093 :: 1002 :: 310001 :: 213474 :: 2011-01-07 :: 1
162094 :: 1004 :: 300471 :: 216542 :: 2011-01-07 :: 1
162107 :: 1012 :: 310493 :: 206263 :: 2011-01-07 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162129 :: 1015 :: 308119 :: 240463 :: 2011-01-09 :: 1
162134 :: 1018 :: 302200 :: 261072 :: 2011-01-09 :: 1
162140 :: 1015 :: 303846 :: 256539 :: 2011-01-09 :: 1
162170 :: 1012 :: 300564 :: 221124 :: 2011-01-11 :: 1
162174 :: 1018 :: 308528 :: 207789 :: 2011-01-12 :: 1
162178 :: 1002 :: 300088 :: 283754 :: 2011-01-12 :: 1
162193 :: 1012 :: 302909 :: 282569 :: 2011-01-13 :: 1
162197 :: 1015 :: 309942 :: 214697 :: 2011-01-13 :: 1
162262 :: 1016 :: 307932 :: 252960 :: 2011-01-18 :: 1
162275 :: 1001 :: 304907 :: 203538 :: 2011-01-18 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162289 :: 1010 :: 303146 :: 202161 :: 2011-01-19 :: 1
162325 :: 1002 :: 306268 :: 207801 :: 2011-01-21 :: 1
162329 :: 1014 :: 314958 :: 259712 :: 2011-01-21 :: 1
162335 :: 1017 :: 306118 :: 256385 :: 2011-01-22 :: 1
162353 :: 1004 :: 300718 :: 237499 :: 2011-01-22 :: 1
162448 :: 1001 :: 311084 :: 254270 :: 2011-01-29 :: 1
162470 :: 1013 :: 313456 :: 237253 :: 2011-01-30 :: 1
162509 :: 1015 :: 307223 :: 260412 :: 2011-02-03 :: 1
162512 :: 1001 :: 314208 :: 279377 :: 2011-02-03 :: 1
162517 :: 1018 :: 310915 :: 269949 :: 2011-02-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162518 :: 1013 :: 308368 :: 226546 :: 2011-02-03 :: 1
162525 :: 1012 :: 303254 :: 277839 :: 2011-02-04 :: 1
162534 :: 1014 :: 313108 :: 252840 :: 2011-02-05 :: 1
162536 :: 1017 :: 303201 :: 213873 :: 2011-02-05 :: 1
162547 :: 1017 :: 312015 :: 203636 :: 2011-02-06 :: 1
162555 :: 1007 :: 310180 :: 250463 :: 2011-02-07 :: 1
162558 :: 1008 :: 305921 :: 231446 :: 2011-02-07 :: 1
162569 :: 1014 :: 308170 :: 253140 :: 2011-02-08 :: 1
162570 :: 1015 :: 302703 :: 205235 :: 2011-02-08 :: 1
